,date,Température maximale,Température minimale,Vitesse du vent,Température du vent,Humidité,Visibilité,Couverture nuageuse,Indice de chaleur,Point de rosée,Pression,Heure du lever du soleil,Heure du coucher du soleil,Heure du coucher du soleil,Durée du jour
3284,27/01/2018,17°,14°,21km/h,14°,69%,10km,10%,17,10°C,1028hPa,07:26:00,17:39:00,10:13:0,
3285,28/01/2018,17°,15°,15km/h,15°,71%,10km,21%,17,10°C,1034hPa,07:25:00,17:40:00,10:15:0,
3286,29/01/2018,16°,13°,10km/h,14°,70%,10km,35%,16,9°C,1035hPa,07:24:00,17:42:00,10:18:0,
3287,30/01/2018,16°,13°,9km/h,15°,65%,10km,3%,19,10°C,1032hPa,07:23:00,17:43:00,10:20:0,
3288,31/01/2018,17°,13°,10km/h,15°,65%,10km,0%,20,11°C,1029hPa,07:23:00,17:44:00,10:21:0,
3289,1/02/2018,18°,13°,17km/h,12°,0mm,60%,10km,22%,18,7°C,1020hPa,07:22:00,17:45:00,10:23:0
3290,2/02/2018,22°,16°,30km/h,16°,1mm,66%,10km,17%,24,10°C,1009hPa,07:21:00,17:46:00,10:25:0
3291,3/02/2018,14°,12°,27km/h,9°,1mm,68%,9km,37%,14,9°C,1015hPa,07:20:00,17:47:00,10:27:0
3292,4/02/2018,13°,9°,14km/h,7°,0mm,67%,10km,5%,15,5°C,1018hPa,07:19:00,17:48:00,10:29:0
3293,5/02/2018,16°,12°,18km/h,11°,1mm,75%,9.875km,21%,16,8°C,1017hPa,07:18:00,17:49:00,10:31:0
3294,6/02/2018,18°,13°,22km/h,12°,1mm,48%,10km,9%,18,7°C,1011hPa,07:17:00,17:50:00,10:33:0
3295,7/02/2018,14°,11°,35km/h,9°,1mm,62%,9.875km,25%,14,7°C,1016hPa,07:16:00,17:51:00,10:35:0
3296,8/02/2018,14°,11°,12km/h,11°,1mm,73%,10km,18%,14,7°C,1019hPa,07:15:00,17:52:00,10:37:0
3297,9/02/2018,13°,11°,23km/h,10°,1mm,72%,10km,27%,13,8°C,1017hPa,07:14:00,17:53:00,10:39:0
3298,10/02/2018,12°,11°,33km/h,8°,3mm,71%,9.875km,33%,12,7°C,1012hPa,07:13:00,17:54:00,10:41:0
3299,11/02/2018,13°,11°,31km/h,8°,1mm,67%,9.75km,29%,13,6°C,1017hPa,07:12:00,17:55:00,10:43:0
3300,12/02/2018,16°,12°,26km/h,10°,1mm,68%,9.375km,42%,16,8°C,1017hPa,07:11:00,17:56:00,10:45:0
3301,13/02/2018,12°,11°,40km/h,7°,2mm,70%,9.75km,36%,12,7°C,1020hPa,07:10:00,17:57:00,10:47:0
3302,14/02/2018,10°,7°,24km/h,7°,5mm,84%,8.75km,53%,10,7°C,1019hPa,07:09:00,17:58:00,10:49:0
3303,15/02/2018,13°,12°,24km/h,9°,1mm,73%,10km,62%,13,9°C,1025hPa,07:08:00,17:59:00,10:51:0
3304,16/02/2018,15°,13°,8km/h,13°,1mm,87%,9km,78%,15,11°C,1026hPa,07:07:00,18:00:00,10:53:0
3305,17/02/2018,16°,13°,14km/h,12°,0mm,82%,10km,83%,16,11°C,1024hPa,07:06:00,18:01:00,10:55:0
3306,18/02/2018,14°,13°,17km/h,12°,2mm,89%,8km,84%,14,11°C,1018hPa,07:04:00,18:02:00,10:58:0
3307,19/02/2018,14°,12°,31km/h,10°,0mm,70%,10km,20%,14,7°C,1016hPa,07:03:00,18:03:00,11:0:0
3308,20/02/2018,14°,12°,27km/h,9°,5mm,70%,9.5km,52%,14,8°C,1013hPa,07:02:00,18:04:00,11:2:0
3309,21/02/2018,13°,11°,17km/h,9°,2mm,71%,8.75km,47%,13,7°C,1004hPa,07:01:00,18:05:00,11:4:0
3310,22/02/2018,12°,9°,18km/h,7°,2mm,85%,9.75km,75%,12,8°C,1003hPa,06:59:00,18:06:00,11:7:0
3311,23/02/2018,12°,10°,36km/h,6°,1mm,78%,9.875km,54%,12,6°C,1006hPa,06:58:00,18:07:00,11:9:0
3312,24/02/2018,14°,11°,12km/h,10°,2mm,61%,9.875km,32%,14,8°C,1009hPa,06:57:00,18:08:00,11:11:0
3313,25/02/2018,13°,12°,32km/h,9°,3mm,70%,8.875km,44%,13,9°C,1008hPa,06:56:00,18:09:00,11:13:0
3314,26/02/2018,14°,12°,31km/h,9°,3mm,74%,10km,56%,14,8°C,1007hPa,06:54:00,18:10:00,11:16:0
3315,27/02/2018,13°,12°,17km/h,11°,0mm,77%,10km,26%,13,8°C,1010hPa,06:53:00,18:11:00,11:18:0
3316,28/02/2018,21°,14°,13km/h,13°,70%,10km,17%,21,10°C,1011hPa,06:52:00,18:12:00,11:20:0,
3317,1/03/2018,25°,19°,28km/h,19°,46%,10km,36%,25,10°C,1006hPa,06:50:00,18:13:00,11:23:0,
3318,2/03/2018,19°,18°,31km/h,18°,59%,10km,16%,19,10°C,1008hPa,06:49:00,18:14:00,11:25:0,
3319,3/03/2018,21°,19°,27km/h,19°,0mm,56%,10km,28%,24,11°C,1008hPa,06:48:00,18:15:00,11:27:0
3320,4/03/2018,20°,17°,35km/h,17°,1mm,60%,10km,23%,21,12°C,1007hPa,06:46:00,18:16:00,11:30:0
3321,5/03/2018,19°,15°,35km/h,15°,0mm,71%,10km,32%,19,10°C,1000hPa,06:45:00,18:17:00,11:32:0
3322,6/03/2018,17°,15°,33km/h,15°,1mm,65%,9.875km,17%,17,10°C,1007hPa,06:43:00,18:18:00,11:35:0
3323,7/03/2018,18°,15°,37km/h,15°,1mm,69%,10km,32%,18,10°C,1014hPa,06:42:00,18:19:00,11:37:0
3324,8/03/2018,15°,13°,18km/h,13°,1mm,65%,9.375km,55%,15,8°C,1016hPa,06:40:00,18:20:00,11:40:0
3325,9/03/2018,19°,17°,19km/h,17°,1mm,70%,9.75km,37%,19,13°C,1019hPa,06:39:00,18:21:00,11:42:0
3326,10/03/2018,25°,19°,15km/h,19°,0mm,67%,10km,7%,27,14°C,1019hPa,06:38:00,18:22:00,11:44:0
3327,11/03/2018,20°,18°,22km/h,18°,62%,10km,12%,20,12°C,1013hPa,06:36:00,18:23:00,11:47:0,
3328,12/03/2018,18°,17°,36km/h,17°,59%,10km,15%,18,9°C,1018hPa,06:35:00,18:24:00,11:49:0,
3329,13/03/2018,18°,15°,19km/h,15°,62%,10km,27%,18,8°C,1019hPa,06:33:00,18:24:00,11:51:0,
3330,14/03/2018,19°,16°,17km/h,16°,66%,10km,17%,19,11°C,1017hPa,06:32:00,18:25:00,11:53:0,
3331,15/03/2018,23°,18°,20km/h,18°,63%,10km,39%,25,13°C,1013hPa,06:30:00,18:26:00,11:56:0,
3332,16/03/2018,19°,17°,17km/h,18°,70%,10km,30%,19,12°C,1009hPa,06:29:00,18:27:00,11:58:0,
3333,17/03/2018,15°,14°,35km/h,12°,0mm,70%,10km,35%,15,11°C,1006hPa,06:27:00,18:28:00,12:1:0
3334,18/03/2018,19°,15°,28km/h,15°,1mm,70%,8.875km,51%,19,10°C,1006hPa,06:26:00,18:29:00,12:3:0
3335,19/03/2018,16°,14°,35km/h,11°,0mm,61%,10km,19%,16,7°C,1010hPa,06:24:00,18:30:00,12:6:0
3336,20/03/2018,15°,13°,30km/h,11°,2mm,72%,9.75km,35%,15,9°C,1010hPa,06:23:00,18:31:00,12:8:0
3337,21/03/2018,11°,10°,27km/h,7°,3mm,74%,9.875km,79%,12,6°C,1012hPa,06:21:00,18:32:00,12:11:0
3338,22/03/2018,11°,9°,46km/h,4°,4mm,81%,9.75km,72%,11,7°C,1010hPa,06:20:00,18:32:00,12:12:0
3339,23/03/2018,12°,11°,43km/h,8°,5mm,78%,9.625km,63%,12,7°C,1009hPa,06:19:00,18:33:00,12:14:0
3340,24/03/2018,17°,13°,16km/h,12°,2mm,68%,9.75km,45%,17,9°C,1006hPa,06:17:00,18:34:00,12:17:0
3341,25/03/2018,14°,13°,15km/h,11°,1mm,60%,9.25km,53%,15,8°C,1004hPa,06:16:00,18:35:00,12:19:0
3342,26/03/2018,15°,13°,29km/h,11°,2mm,71%,9.875km,56%,15,9°C,1017hPa,06:14:00,18:36:00,12:22:0
3343,27/03/2018,15°,14°,39km/h,12°,1mm,68%,9.875km,26%,15,9°C,1021hPa,06:13:00,18:37:00,12:24:0
3344,28/03/2018,18°,16°,29km/h,16°,1mm,69%,10km,49%,18,10°C,1020hPa,06:11:00,18:38:00,12:27:0
3345,29/03/2018,24°,20°,12km/h,21°,0mm,54%,10km,5%,26,12°C,1016hPa,06:10:00,18:39:00,12:29:0
3346,30/03/2018,26°,22°,18km/h,22°,40%,10km,13%,25,10°C,1013hPa,06:08:00,18:40:00,12:32:0,
3347,31/03/2018,18°,16°,42km/h,16°,58%,10km,29%,18,10°C,1015hPa,06:07:00,18:40:00,12:33:0,
3348,1/04/2018,17°,15°,30km/h,15°,57%,10km,6%,17,8°C,1020hPa,06:05:00,18:41:00,12:36:0,
3349,2/04/2018,22°,17°,26km/h,17°,51%,10km,17%,24,8°C,1019hPa,06:04:00,18:42:00,12:38:0,
3350,3/04/2018,22°,18°,25km/h,18°,65%,10km,32%,25,13°C,1016hPa,06:03:00,18:43:00,12:40:0,
3351,4/04/2018,19°,17°,19km/h,17°,75%,10km,25%,20,15°C,1017hPa,06:01:00,18:44:00,12:43:0,
3352,5/04/2018,20°,18°,32km/h,18°,56%,10km,5%,20,11°C,1020hPa,06:00:00,18:45:00,12:45:0,
3353,6/04/2018,20°,18°,15km/h,19°,51%,10km,17%,24,9°C,1020hPa,05:58:00,18:46:00,12:48:0,
3354,7/04/2018,22°,19°,30km/h,19°,0mm,49%,10km,7%,24,9°C,1016hPa,05:57:00,18:47:00,12:50:0
3355,8/04/2018,20°,18°,31km/h,18°,2mm,68%,9.875km,21%,20,13°C,1012hPa,05:55:00,18:47:00,12:52:0
3356,9/04/2018,19°,16°,14km/h,16°,0mm,61%,10km,7%,20,10°C,1015hPa,05:54:00,18:48:00,12:54:0
3357,10/04/2018,19°,16°,23km/h,16°,2mm,62%,9.875km,25%,19,11°C,1015hPa,05:53:00,18:49:00,12:56:0
3358,11/04/2018,22°,19°,18km/h,19°,2mm,62%,9.75km,11%,26,15°C,1007hPa,05:51:00,18:50:00,12:59:0
3359,12/04/2018,18°,13°,18km/h,12°,4mm,73%,9.25km,46%,18,11°C,1012hPa,05:50:00,18:51:00,13:1:0
3360,13/04/2018,21°,18°,21km/h,18°,0mm,54%,10km,40%,21,12°C,1013hPa,05:49:00,18:52:00,13:3:0
3361,14/04/2018,20°,18°,42km/h,18°,1mm,74%,9km,44%,20,13°C,1011hPa,05:47:00,18:53:00,13:6:0
3362,15/04/2018,19°,18°,24km/h,18°,5mm,72%,8.625km,15%,19,14°C,1012hPa,05:46:00,18:54:00,13:8:0
3363,16/04/2018,21°,18°,29km/h,18°,0mm,59%,10km,10%,21,11°C,1019hPa,05:44:00,18:55:00,13:11:0
3364,17/04/2018,18°,17°,23km/h,17°,1mm,75%,9.875km,38%,18,13°C,1022hPa,05:43:00,18:55:00,13:12:0
3365,18/04/2018,19°,17°,23km/h,17°,1mm,76%,9.875km,49%,19,13°C,1023hPa,05:42:00,18:56:00,13:14:0
3366,19/04/2018,19°,17°,17km/h,18°,2mm,72%,9.875km,50%,19,13°C,1023hPa,05:41:00,18:57:00,13:16:0
3367,20/04/2018,20°,19°,10km/h,19°,1mm,66%,9.875km,22%,20,14°C,1022hPa,05:39:00,18:58:00,13:19:0
3368,21/04/2018,22°,20°,15km/h,22°,2mm,66%,9.875km,12%,25,15°C,1020hPa,05:38:00,18:59:00,13:21:0
3369,22/04/2018,23°,21°,14km/h,22°,0mm,62%,10km,13%,25,14°C,1019hPa,05:37:00,19:00:00,13:23:0
3370,23/04/2018,24°,22°,19km/h,23°,55%,10km,3%,25,15°C,1019hPa,05:35:00,19:01:00,13:26:0,
3371,24/04/2018,26°,23°,22km/h,23°,46%,10km,1%,26,12°C,1019hPa,05:34:00,19:02:00,13:28:0,
3372,25/04/2018,27°,23°,21km/h,23°,0mm,45%,10km,16%,26,12°C,1017hPa,05:33:00,19:03:00,13:30:0
3373,26/04/2018,24°,22°,22km/h,22°,1mm,56%,10km,7%,25,13°C,1015hPa,05:32:00,19:03:00,13:31:0
3374,27/04/2018,22°,21°,24km/h,21°,1mm,57%,9.875km,10%,24,14°C,1011hPa,05:30:00,19:04:00,13:34:0
3375,28/04/2018,20°,17°,17km/h,17°,2mm,79%,8.875km,40%,20,14°C,1012hPa,05:29:00,19:05:00,13:36:0
3376,29/04/2018,24°,21°,17km/h,23°,0mm,55%,10km,7%,26,13°C,1017hPa,05:28:00,19:06:00,13:38:0
3377,30/04/2018,21°,19°,18km/h,19°,1mm,55%,10km,21%,21,12°C,1017hPa,05:27:00,19:07:00,13:40:0
3378,1/05/2018,22°,19°,21km/h,20°,1mm,60%,10km,42%,24,15°C,1013hPa,05:26:00,19:08:00,13:42:0
3379,2/05/2018,16°,14°,54km/h,11°,5mm,85%,8.75km,95%,16,15°C,1002hPa,05:25:00,19:09:00,13:44:0
3380,3/05/2018,18°,16°,56km/h,16°,10mm,70%,9.5km,54%,18,12°C,1007hPa,05:24:00,19:10:00,13:46:0
3381,4/05/2018,21°,19°,32km/h,19°,1mm,57%,9.875km,38%,21,11°C,1012hPa,05:23:00,19:11:00,13:48:0
3382,5/05/2018,21°,18°,11km/h,18°,1mm,67%,9.875km,49%,24,12°C,1015hPa,05:21:00,19:11:00,13:50:0
3383,6/05/2018,20°,19°,14km/h,19°,2mm,64%,9.875km,33%,21,12°C,1017hPa,05:20:00,19:12:00,13:52:0
3384,7/05/2018,21°,20°,14km/h,21°,1mm,64%,10km,15%,24,14°C,1017hPa,05:19:00,19:13:00,13:54:0
3385,8/05/2018,21°,20°,12km/h,21°,0mm,65%,10km,6%,25,15°C,1012hPa,05:18:00,19:14:00,13:56:0
3386,9/05/2018,21°,19°,25km/h,19°,68%,10km,34%,21,14°C,1010hPa,05:17:00,19:15:00,13:58:0,
3387,10/05/2018,22°,20°,23km/h,20°,63%,10km,27%,25,14°C,1017hPa,05:16:00,19:16:00,14:0:0,
3388,11/05/2018,23°,21°,19km/h,21°,0mm,63%,10km,10%,25,13°C,1019hPa,05:16:00,19:17:00,14:1:0
3389,12/05/2018,24°,22°,13km/h,23°,1mm,54%,10km,18%,25,14°C,1018hPa,05:15:00,19:18:00,14:3:0
3390,13/05/2018,24°,23°,30km/h,23°,0mm,59%,10km,23%,26,14°C,1018hPa,05:14:00,19:18:00,14:4:0
3391,14/05/2018,19°,18°,22km/h,18°,50%,10km,28%,19,10°C,1018hPa,05:13:00,19:19:00,14:6:0,
3392,15/05/2018,22°,20°,24km/h,20°,47%,10km,28%,24,9°C,1018hPa,05:12:00,19:20:00,14:8:0,
3393,16/05/2018,20°,19°,14km/h,20°,0mm,51%,10km,7%,21,11°C,1018hPa,05:11:00,19:21:00,14:10:0
3394,17/05/2018,22°,20°,19km/h,20°,1mm,52%,9.75km,19%,24,12°C,1016hPa,05:10:00,19:22:00,14:12:0
3395,18/05/2018,21°,16°,19km/h,21°,0mm,62%,10km,24%,24,15°C,1014hPa,05:10:00,19:23:00,14:13:0
3396,19/05/2018,22°,20°,19km/h,20°,65%,10km,23%,24,15°C,1014hPa,05:09:00,19:23:00,14:14:0,
3397,20/05/2018,23°,20°,15km/h,21°,0mm,67%,10km,27%,25,16°C,1014hPa,05:08:00,19:24:00,14:16:0
3398,21/05/2018,24°,22°,14km/h,23°,4mm,64%,9.875km,35%,25,16°C,1014hPa,05:08:00,19:25:00,14:17:0
3399,22/05/2018,22°,21°,16km/h,21°,2mm,69%,9.75km,34%,25,16°C,1017hPa,05:07:00,19:26:00,14:19:0
3400,23/05/2018,24°,22°,18km/h,22°,0mm,56%,10km,4%,25,15°C,1020hPa,05:06:00,19:27:00,14:21:0
3401,24/05/2018,26°,23°,17km/h,25°,54%,10km,2%,27,17°C,1019hPa,05:06:00,19:27:00,14:21:0,
3402,25/05/2018,26°,24°,18km/h,25°,54%,10km,2%,27,15°C,1016hPa,05:05:00,19:28:00,14:23:0,
3403,26/05/2018,28°,25°,17km/h,26°,50%,10km,25%,28,17°C,1017hPa,05:05:00,19:29:00,14:24:0,
3404,27/05/2018,31°,25°,29km/h,25°,0mm,43%,10km,16%,31,15°C,1016hPa,05:04:00,19:30:00,14:26:0
3405,28/05/2018,28°,26°,28km/h,26°,1mm,52%,10km,7%,28,18°C,1017hPa,05:04:00,19:30:00,14:26:0
3406,29/05/2018,26°,25°,21km/h,25°,1mm,58%,9.875km,21%,28,18°C,1013hPa,05:03:00,19:31:00,14:28:0
3407,30/05/2018,25°,23°,23km/h,23°,0mm,66%,10km,21%,26,18°C,1017hPa,05:03:00,19:32:00,14:29:0
3408,31/05/2018,26°,23°,20km/h,23°,1mm,61%,10km,3%,26,17°C,1019hPa,05:02:00,19:32:00,14:30:0
3409,1/06/2018,26°,24°,16km/h,25°,0mm,59%,10km,4%,27,18°C,1019hPa,05:02:00,19:33:00,14:31:0
3410,2/06/2018,29°,26°,19km/h,28°,1mm,50%,9.875km,7%,29,17°C,1018hPa,05:01:00,19:34:00,14:33:0
3411,3/06/2018,29°,27°,21km/h,27°,0mm,42%,10km,4%,29,19°C,1016hPa,05:01:00,19:34:00,14:33:0
3412,4/06/2018,25°,23°,21km/h,23°,1mm,62%,10km,17%,26,18°C,1014hPa,05:01:00,19:35:00,14:34:0
3413,5/06/2018,27°,24°,18km/h,24°,1mm,51%,10km,5%,27,17°C,1014hPa,05:01:00,19:35:00,14:34:0
3414,6/06/2018,26°,24°,24km/h,24°,0mm,55%,10km,23%,26,16°C,1015hPa,05:00:00,19:36:00,14:36:0
3415,7/06/2018,25°,24°,18km/h,24°,1mm,64%,10km,43%,26,18°C,1015hPa,05:00:00,19:37:00,14:37:0
3416,8/06/2018,26°,23°,26km/h,23°,0mm,56%,10km,15%,26,16°C,1017hPa,05:00:00,19:37:00,14:37:0
3417,9/06/2018,30°,27°,18km/h,29°,51%,10km,2%,32,18°C,1017hPa,05:00:00,19:38:00,14:38:0,
3418,10/06/2018,32°,29°,25km/h,30°,0mm,42%,10km,3%,33,17°C,1015hPa,05:00:00,19:38:00,14:38:0
3419,11/06/2018,27°,25°,21km/h,26°,1mm,60%,10km,10%,28,18°C,1013hPa,05:00:00,19:39:00,14:39:0
3420,12/06/2018,28°,25°,22km/h,25°,0mm,57%,10km,4%,28,17°C,1013hPa,05:00:00,19:39:00,14:39:0
3421,13/06/2018,27°,25°,32km/h,25°,1mm,48%,10km,10%,27,16°C,1013hPa,05:00:00,19:39:00,14:39:0
3422,14/06/2018,25°,24°,44km/h,24°,0mm,51%,10km,6%,26,15°C,1012hPa,05:00:00,19:40:00,14:40:0
3423,15/06/2018,25°,24°,34km/h,24°,58%,10km,16%,26,15°C,1014hPa,05:00:00,19:40:00,14:40:0,
3424,16/06/2018,27°,24°,27km/h,24°,58%,10km,16%,27,16°C,1016hPa,05:00:00,19:41:00,14:41:0,
3425,17/06/2018,27°,25°,29km/h,25°,54%,10km,8%,27,17°C,1017hPa,05:00:00,19:41:00,14:41:0,
3426,18/06/2018,26°,25°,35km/h,25°,0mm,54%,10km,13%,27,17°C,1017hPa,05:00:00,19:41:00,14:41:0
3427,19/06/2018,26°,24°,31km/h,24°,1mm,62%,10km,20%,27,18°C,1018hPa,05:00:00,19:41:00,14:41:0
3428,20/06/2018,28°,26°,20km/h,26°,0mm,54%,10km,14%,28,18°C,1018hPa,05:00:00,19:42:00,14:42:0
3429,21/06/2018,29°,27°,16km/h,28°,50%,10km,10%,30,18°C,1018hPa,05:01:00,19:42:00,14:41:0,
3430,22/06/2018,29°,28°,18km/h,29°,51%,10km,6%,30,18°C,1016hPa,05:01:00,19:42:00,14:41:0,
3431,23/06/2018,31°,28°,26km/h,28°,40%,10km,4%,31,18°C,1017hPa,05:01:00,19:42:00,14:41:0,
3432,24/06/2018,28°,26°,21km/h,26°,0mm,56%,10km,8%,29,19°C,1016hPa,05:01:00,19:42:00,14:41:0
3433,25/06/2018,27°,25°,22km/h,25°,1mm,53%,9.875km,15%,27,19°C,1016hPa,05:02:00,19:43:00,14:41:0
3434,26/06/2018,26°,25°,30km/h,25°,1mm,55%,9.875km,12%,26,18°C,1017hPa,05:02:00,19:43:00,14:41:0
3435,27/06/2018,27°,25°,28km/h,25°,1mm,54%,10km,7%,27,16°C,1016hPa,05:02:00,19:43:00,14:41:0
3436,28/06/2018,30°,27°,18km/h,29°,0mm,38%,10km,3%,32,15°C,1015hPa,05:03:00,19:43:00,14:40:0
3437,29/06/2018,30°,29°,23km/h,29°,1mm,44%,10km,11%,30,18°C,1012hPa,05:03:00,19:43:00,14:40:0
3438,30/06/2018,31°,29°,23km/h,29°,0mm,41%,10km,3%,32,18°C,1012hPa,05:03:00,19:43:00,14:40:0
3439,1/07/2018,34°,32°,17km/h,32°,45%,10km,12%,36,20°C,1013hPa,05:04:00,19:43:00,14:39:0,
3440,2/07/2018,29°,27°,18km/h,27°,65%,10km,21%,31,21°C,1016hPa,05:04:00,19:43:00,14:39:0,
3441,3/07/2018,32°,28°,18km/h,28°,49%,10km,6%,33,21°C,1017hPa,05:05:00,19:42:00,14:37:0,
3442,4/07/2018,33°,30°,18km/h,31°,47%,10km,9%,35,21°C,1016hPa,05:05:00,19:42:00,14:37:0,
3443,5/07/2018,33°,31°,24km/h,31°,48%,9.875km,18%,35,19°C,1017hPa,05:06:00,19:42:00,14:36:0,
3444,6/07/2018,30°,28°,31km/h,28°,54%,10km,3%,31,19°C,1019hPa,05:06:00,19:42:00,14:36:0,
3445,7/07/2018,31°,27°,23km/h,28°,0mm,48%,10km,5%,31,17°C,1019hPa,05:07:00,19:42:00,14:35:0
3446,8/07/2018,31°,29°,17km/h,30°,1mm,43%,10km,11%,32,17°C,1017hPa,05:08:00,19:41:00,14:33:0
3447,9/07/2018,30°,28°,20km/h,30°,0mm,47%,10km,2%,31,21°C,1016hPa,05:08:00,19:41:00,14:33:0
3448,10/07/2018,31°,29°,25km/h,29°,47%,10km,4%,32,20°C,1016hPa,05:09:00,19:41:00,14:32:0,
3449,11/07/2018,33°,30°,17km/h,31°,38%,10km,5%,34,18°C,1016hPa,05:09:00,19:40:00,14:31:0,
3450,12/07/2018,36°,32°,18km/h,33°,43%,10km,4%,38,19°C,1016hPa,05:10:00,19:40:00,14:30:0,
3451,13/07/2018,39°,35°,12km/h,37°,32%,10km,2%,46,19°C,1015hPa,05:11:00,19:40:00,14:29:0,
3452,14/07/2018,35°,34°,26km/h,34°,45%,10km,11%,38,21°C,1017hPa,05:11:00,19:39:00,14:28:0,
3453,15/07/2018,34°,31°,20km/h,31°,43%,10km,3%,35,20°C,1017hPa,05:12:00,19:39:00,14:27:0,
3454,16/07/2018,34°,32°,14km/h,32°,44%,9.875km,27%,37,20°C,1016hPa,05:13:00,19:38:00,14:25:0,
3455,17/07/2018,31°,29°,31km/h,29°,51%,10km,0%,32,19°C,1017hPa,05:13:00,19:38:00,14:25:0,
3456,18/07/2018,32°,29°,18km/h,32°,42%,10km,2%,34,19°C,1016hPa,05:14:00,19:37:00,14:23:0,
3457,19/07/2018,35°,32°,21km/h,34°,40%,10km,1%,41,20°C,1015hPa,05:15:00,19:36:00,14:21:0,
3458,20/07/2018,35°,30°,15km/h,33°,42%,10km,3%,36,21°C,1015hPa,05:16:00,19:36:00,14:20:0,
3459,21/07/2018,37°,33°,23km/h,33°,0mm,46%,10km,29%,41,21°C,1013hPa,05:16:00,19:35:00,14:19:0
3460,22/07/2018,32°,29°,13km/h,29°,1mm,57%,10km,27%,33,21°C,1014hPa,05:17:00,19:34:00,14:17:0
3461,23/07/2018,30°,28°,35km/h,29°,1mm,52%,9.875km,9%,30,18°C,1014hPa,05:18:00,19:34:00,14:16:0
3462,24/07/2018,30°,28°,25km/h,28°,0mm,52%,10km,1%,31,19°C,1014hPa,05:19:00,19:33:00,14:14:0
3463,25/07/2018,32°,29°,21km/h,29°,48%,10km,2%,33,19°C,1014hPa,05:19:00,19:32:00,14:13:0,
3464,26/07/2018,33°,31°,17km/h,33°,41%,10km,1%,38,21°C,1013hPa,05:20:00,19:32:00,14:12:0,
3465,27/07/2018,33°,31°,19km/h,33°,46%,10km,3%,38,23°C,1013hPa,05:21:00,19:31:00,14:10:0,
3466,28/07/2018,34°,32°,19km/h,34°,40%,10km,3%,38,20°C,1014hPa,05:22:00,19:30:00,14:8:0,
3467,29/07/2018,34°,32°,19km/h,34°,38%,10km,1%,38,21°C,1014hPa,05:23:00,19:29:00,14:6:0,
3468,30/07/2018,33°,31°,21km/h,32°,39%,10km,2%,34,20°C,1015hPa,05:23:00,19:28:00,14:5:0,
3469,31/07/2018,32°,30°,22km/h,30°,48%,10km,3%,35,21°C,1015hPa,05:24:00,19:27:00,14:3:0,
3470,1/08/2018,32°,30°,19km/h,31°,50%,10km,1%,35,23°C,1015hPa,05:25:00,19:26:00,14:1:0,
3471,2/08/2018,33°,31°,17km/h,33°,48%,10km,2%,36,24°C,1016hPa,05:26:00,19:25:00,13:59:0,
3472,3/08/2018,33°,31°,17km/h,32°,0mm,50%,10km,3%,37,25°C,1015hPa,05:27:00,19:24:00,13:57:0
3473,4/08/2018,32°,31°,22km/h,31°,2mm,54%,9.875km,11%,35,22°C,1014hPa,05:27:00,19:23:00,13:56:0
3474,5/08/2018,31°,29°,20km/h,30°,1mm,52%,10km,12%,33,22°C,1014hPa,05:28:00,19:22:00,13:54:0
3475,6/08/2018,30°,29°,19km/h,29°,1mm,56%,10km,14%,32,21°C,1015hPa,05:29:00,19:21:00,13:52:0
3476,7/08/2018,29°,28°,13km/h,28°,1mm,59%,9.875km,37%,31,21°C,1015hPa,05:30:00,19:20:00,13:50:0
3477,8/08/2018,31°,29°,17km/h,29°,1mm,55%,9.75km,31%,33,20°C,1015hPa,05:31:00,19:19:00,13:48:0
3478,9/08/2018,32°,30°,17km/h,30°,1mm,54%,9.875km,13%,35,21°C,1017hPa,05:32:00,19:18:00,13:46:0
3479,10/08/2018,32°,30°,18km/h,30°,0mm,57%,10km,8%,35,22°C,1020hPa,05:32:00,19:17:00,13:45:0
3480,11/08/2018,32°,30°,17km/h,31°,50%,10km,4%,34,23°C,1020hPa,05:33:00,19:16:00,13:43:0,
3481,12/08/2018,32°,30°,13km/h,31°,51%,10km,7%,34,21°C,1018hPa,05:34:00,19:15:00,13:41:0,
3482,13/08/2018,33°,30°,12km/h,30°,53%,10km,25%,35,21°C,1015hPa,05:35:00,19:13:00,13:38:0,
3483,14/08/2018,34°,31°,19km/h,33°,47%,10km,9%,36,21°C,1014hPa,05:36:00,19:12:00,13:36:0,
3484,15/08/2018,30°,29°,30km/h,29°,54%,10km,14%,32,20°C,1015hPa,05:37:00,19:11:00,13:34:0,
3485,16/08/2018,30°,28°,15km/h,28°,0mm,55%,10km,21%,31,21°C,1015hPa,05:37:00,19:10:00,13:33:0
3486,17/08/2018,31°,28°,15km/h,30°,1mm,55%,9.875km,12%,33,23°C,1016hPa,05:38:00,19:08:00,13:30:0
3487,18/08/2018,30°,29°,16km/h,29°,3mm,57%,9.625km,21%,32,21°C,1017hPa,05:39:00,19:07:00,13:28:0
3488,19/08/2018,29°,28°,18km/h,28°,1mm,56%,9.875km,20%,30,20°C,1017hPa,05:40:00,19:06:00,13:26:0
3489,20/08/2018,28°,27°,24km/h,27°,0mm,57%,10km,19%,30,18°C,1015hPa,05:41:00,19:05:00,13:24:0
3490,21/08/2018,29°,28°,26km/h,28°,2mm,54%,9.75km,19%,30,19°C,1014hPa,05:41:00,19:03:00,13:22:0
3491,22/08/2018,29°,28°,19km/h,28°,2mm,56%,9.875km,14%,30,19°C,1015hPa,05:42:00,19:02:00,13:20:0
